question,passage_title,sia_score
Chang Ucchin was born in korea during a time that ended with the conclusion of what? World War II,Chang Mi-hee,0.93
Chang Ucchin was born in korea during a time that ended with the conclusion of what? World War II,Chang Yong-hak,1.45
Chang Ucchin was born in korea during a time that ended with the conclusion of what? World War II,Chang Ucchin,1.93
Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?Todd Phillips,Los Angeles County Federation of Labor,1.38
Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?Todd Phillips,Good Life Cafe,0.75
Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?Todd Phillips,Austin Young,1.34
Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?Todd Phillips,Old School (film),1.11
Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?Todd Phillips,Stephen Nicholas (actor),1.01
Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?Todd Phillips,John Miner,0.68
Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?Todd Phillips,Quality Cafe (jazz club),1.38
Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?Todd Phillips,"Filandia, Quindío",0.64
Who is the director of the 2003 film which has scenes in it filmed at the Quality Cafe in Los Angeles?Todd Phillips,Quality Cafe (diner),0.55
"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?Carol Lawrence",Guess Who I Saw Today,1.04
"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?Carol Lawrence",Paul Nassau,1.84
"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?Carol Lawrence",New Faces of 1952,1.66
"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?Carol Lawrence",Carol Lawrence,2.34
"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?Carol Lawrence",Monotonous (song),1.14
"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?Carol Lawrence",How to Eat Like a Child,1.0
"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?Carol Lawrence",New Faces (film),1.83
"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?Carol Lawrence",Mary Begoña,0.89
"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?Carol Lawrence",Leonard Sillman,1.47
"New Faces of 1952 is a musical revue with songs and comedy skits, it helped jump start the career of which young performer, and American actress?Carol Lawrence",Leonard Sillman's New Faces of 1968,1.71
Were Pavel Urysohn and Leonid Levin known for the same type of work?no,Leonid Ramzin,1.0
Were Pavel Urysohn and Leonid Levin known for the same type of work?no,Leftover hash lemma,1.52
Were Pavel Urysohn and Leonid Levin known for the same type of work?no,Phthinosaurus,0.56
Were Pavel Urysohn and Leonid Levin known for the same type of work?no,Kate Dillon Levin,0.37
Were Pavel Urysohn and Leonid Levin known for the same type of work?no,Tony Levin,0.71
Were Pavel Urysohn and Leonid Levin known for the same type of work?no,Gabriel Levin,0.99
Were Pavel Urysohn and Leonid Levin known for the same type of work?no,Leonid Levin,1.81
Were Pavel Urysohn and Leonid Levin known for the same type of work?no,Pavel Urysohn,1.52
Were Pavel Urysohn and Leonid Levin known for the same type of work?no,Meyer Levin,1.2
Were Pavel Urysohn and Leonid Levin known for the same type of work?no,Leonid Bunimovich,1.02
Are both The New Pornographers and Kings of Leon American rock bands?no,Whiteout Conditions,1.1
Are both The New Pornographers and Kings of Leon American rock bands?no,A. C. Newman,1.25
Are both The New Pornographers and Kings of Leon American rock bands?no,Kings of Leon,1.68
Are both The New Pornographers and Kings of Leon American rock bands?no,Little Scout,1.15
Are both The New Pornographers and Kings of Leon American rock bands?no,Neko Case,1.66
Are both The New Pornographers and Kings of Leon American rock bands?no,Good People Rock,1.03
Are both The New Pornographers and Kings of Leon American rock bands?no,Kathryn Calder,1.42
Are both The New Pornographers and Kings of Leon American rock bands?no,Kurt Dahle,1.62
Are both The New Pornographers and Kings of Leon American rock bands?no,Phantom Buffalo,1.19
Are both The New Pornographers and Kings of Leon American rock bands?no,The New Pornographers,1.53
"750 7th Avenue and 101 Park Avenue, are located in which city?New York City",655 Park Avenue,1.07
"750 7th Avenue and 101 Park Avenue, are located in which city?New York City",101 Park Avenue,1.2
"750 7th Avenue and 101 Park Avenue, are located in which city?New York City",South Phoenix,0.84
"750 7th Avenue and 101 Park Avenue, are located in which city?New York City",750 7th Avenue,1.0
"750 7th Avenue and 101 Park Avenue, are located in which city?New York City","Berkeley, Denver",0.86
"750 7th Avenue and 101 Park Avenue, are located in which city?New York City",Church of St. Ignatius Loyola (New York City),1.05
"750 7th Avenue and 101 Park Avenue, are located in which city?New York City","Squire Park, Seattle",1.03
"750 7th Avenue and 101 Park Avenue, are located in which city?New York City","Hounsfield Heights/Briar Hill, Calgary",0.75
"750 7th Avenue and 101 Park Avenue, are located in which city?New York City",Greenwich Avenue,1.44
"750 7th Avenue and 101 Park Avenue, are located in which city?New York City",Tinley Park station,0.84
"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?Amy Jo Johnson",Kyōryū Sentai Zyuranger,1.31
"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?Amy Jo Johnson",GoGo Sentai Boukenger,1.08
"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?Amy Jo Johnson",Gosei Sentai Dairanger,1.27
"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?Amy Jo Johnson",Engine Sentai Go-onger,1.02
"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?Amy Jo Johnson",Power Rangers,1.53
"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?Amy Jo Johnson",Super Sentai,1.96
"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?Amy Jo Johnson",Unofficial Sentai Akibaranger,1.3
"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?Amy Jo Johnson",Doubutsu Sentai Zyuohger,0.93
"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?Amy Jo Johnson",Chouriki Sentai Ohranger,1.46
"Which actress played the part of fictitious character Kimberly Ann Hart, in the franchise built around a live action superhero television series taking much of its footage from the Japanese tokusatsu 'Super Sentai'?Amy Jo Johnson",Kimberly Hart,1.95
"Who was born first, Pablo Trapero or Aleksander Ford?Aleksander Ford",Lion's Den (2008 film),0.64
"Who was born first, Pablo Trapero or Aleksander Ford?Aleksander Ford",White Elephant (2012 film),0.79
"Who was born first, Pablo Trapero or Aleksander Ford?Aleksander Ford",Pablo Trapero,1.34
"Who was born first, Pablo Trapero or Aleksander Ford?Aleksander Ford",El Bonaerense,0.93
"Who was born first, Pablo Trapero or Aleksander Ford?Aleksander Ford",Crane World,1.11
"Who was born first, Pablo Trapero or Aleksander Ford?Aleksander Ford",Carancho,0.48
"Who was born first, Pablo Trapero or Aleksander Ford?Aleksander Ford",Familia rodante,1.44
"Who was born first, Pablo Trapero or Aleksander Ford?Aleksander Ford",The Clan (film),1.01
"Who was born first, Pablo Trapero or Aleksander Ford?Aleksander Ford",Aleksander Ford,1.25
"Who was born first, Pablo Trapero or Aleksander Ford?Aleksander Ford",7 Days in Havana,0.53
Are Jane and First for Women both women's magazines?yes,List of magazines in Malaysia,1.11
Are Jane and First for Women both women's magazines?yes,First for Women,1.08
Are Jane and First for Women both women's magazines?yes,Jane (magazine),1.5
Are Jane and First for Women both women's magazines?yes,Rabotnitsa,1.02
Are Jane and First for Women both women's magazines?yes,Jane Addams,0.7
Are Jane and First for Women both women's magazines?yes,Marianne Schnall,0.93
Are Jane and First for Women both women's magazines?yes,Jane Cunningham Croly,1.08
Are Jane and First for Women both women's magazines?yes,My Secret Garden,1.08
Are Jane and First for Women both women's magazines?yes,Be Love,0.89
Are Jane and First for Women both women's magazines?yes,List of magazines in China,1.17
What profession does Nicholas Ray and Elia Kazan have in common?director,Baby Doll,0.89
