question,passage_title,sia_score
Are University of Virginia and King Mongkut's University of Technology Thonburi both institutions of higher learning?yes,Thonburirom Park,0.99
Are University of Virginia and King Mongkut's University of Technology Thonburi both institutions of higher learning?yes,King Mongkut's University of Technology Thonburi,1.6
Who co- founded one of the stores that bought out some of the Focus DIY chain?Richard Block and David Quayle,Woodie's DIY,1.48
Who co- founded one of the stores that bought out some of the Focus DIY chain?Richard Block and David Quayle,Focus DIY,2.24
Who co- founded one of the stores that bought out some of the Focus DIY chain?Richard Block and David Quayle,Do It All (disambiguation),1.94
Who co- founded one of the stores that bought out some of the Focus DIY chain?Richard Block and David Quayle,B&amp;Q,2.29
Who co- founded one of the stores that bought out some of the Focus DIY chain?Richard Block and David Quayle,Do It All,1.71
Who co- founded one of the stores that bought out some of the Focus DIY chain?Richard Block and David Quayle,David Quayle,2.09
Who co- founded one of the stores that bought out some of the Focus DIY chain?Richard Block and David Quayle,Great Mills (DIY),2.32
Who co- founded one of the stores that bought out some of the Focus DIY chain?Richard Block and David Quayle,Húsasmiðjan,1.34
Who co- founded one of the stores that bought out some of the Focus DIY chain?Richard Block and David Quayle,Bill Archer (businessman),2.05
Who co- founded one of the stores that bought out some of the Focus DIY chain?Richard Block and David Quayle,Home Retail Group,1.39
"PSR B1919+21 is a pulsar with a period of 1.3373 seconds and a pulse width of 0.04 seconds, it was discovered by which Northern Irish astrophysicist, and in March 2013, she was elected Pro-Chancellor of the University of Dublin?Jocelyn Bell Burnell",PSR J0108-1431,1.81
"PSR B1919+21 is a pulsar with a period of 1.3373 seconds and a pulse width of 0.04 seconds, it was discovered by which Northern Irish astrophysicist, and in March 2013, she was elected Pro-Chancellor of the University of Dublin?Jocelyn Bell Burnell",PSR B1257+12 C,1.69
"PSR B1919+21 is a pulsar with a period of 1.3373 seconds and a pulse width of 0.04 seconds, it was discovered by which Northern Irish astrophysicist, and in March 2013, she was elected Pro-Chancellor of the University of Dublin?Jocelyn Bell Burnell",PSR J1614–2230,1.29
"PSR B1919+21 is a pulsar with a period of 1.3373 seconds and a pulse width of 0.04 seconds, it was discovered by which Northern Irish astrophysicist, and in March 2013, she was elected Pro-Chancellor of the University of Dublin?Jocelyn Bell Burnell",PSR B1828-11,1.62
"PSR B1919+21 is a pulsar with a period of 1.3373 seconds and a pulse width of 0.04 seconds, it was discovered by which Northern Irish astrophysicist, and in March 2013, she was elected Pro-Chancellor of the University of Dublin?Jocelyn Bell Burnell",PSR J1311–3430,1.72
"PSR B1919+21 is a pulsar with a period of 1.3373 seconds and a pulse width of 0.04 seconds, it was discovered by which Northern Irish astrophysicist, and in March 2013, she was elected Pro-Chancellor of the University of Dublin?Jocelyn Bell Burnell",PSR B1937+21,2.12
"PSR B1919+21 is a pulsar with a period of 1.3373 seconds and a pulse width of 0.04 seconds, it was discovered by which Northern Irish astrophysicist, and in March 2013, she was elected Pro-Chancellor of the University of Dublin?Jocelyn Bell Burnell",PSR B1257+12 B,1.5
"PSR B1919+21 is a pulsar with a period of 1.3373 seconds and a pulse width of 0.04 seconds, it was discovered by which Northern Irish astrophysicist, and in March 2013, she was elected Pro-Chancellor of the University of Dublin?Jocelyn Bell Burnell",Hulse–Taylor binary,1.65
"PSR B1919+21 is a pulsar with a period of 1.3373 seconds and a pulse width of 0.04 seconds, it was discovered by which Northern Irish astrophysicist, and in March 2013, she was elected Pro-Chancellor of the University of Dublin?Jocelyn Bell Burnell",PSR B1919+21,1.99
"PSR B1919+21 is a pulsar with a period of 1.3373 seconds and a pulse width of 0.04 seconds, it was discovered by which Northern Irish astrophysicist, and in March 2013, she was elected Pro-Chancellor of the University of Dublin?Jocelyn Bell Burnell",Jocelyn Bell Burnell,1.96
What year was Todd George Fancey's Vancouver-based indie rock band formed?1997,Midnight Movies,1.08
What year was Todd George Fancey's Vancouver-based indie rock band formed?1997,The Tourist Company,1.8
What year was Todd George Fancey's Vancouver-based indie rock band formed?1997,Very Good Bad Thing,1.01
What year was Todd George Fancey's Vancouver-based indie rock band formed?1997,Bad Books,0.88
What year was Todd George Fancey's Vancouver-based indie rock band formed?1997,Todd Fancey,1.91
What year was Todd George Fancey's Vancouver-based indie rock band formed?1997,No Culture,0.95
What year was Todd George Fancey's Vancouver-based indie rock band formed?1997,O My Heart,1.15
What year was Todd George Fancey's Vancouver-based indie rock band formed?1997,The New Pornographers,1.81
What year was Todd George Fancey's Vancouver-based indie rock band formed?1997,Eureka (Mother Mother album),1.18
What year was Todd George Fancey's Vancouver-based indie rock band formed?1997,The Sticks (album),0.95
In what year was the father of Blanche of Castile born?1133,Henry II of England,1.09
In what year was the father of Blanche of Castile born?1133,José Barona,0.55
In what year was the father of Blanche of Castile born?1133,Joanna of Castile,1.36
In what year was the father of Blanche of Castile born?1133,Pedro Ruiz de Villegas II,1.22
In what year was the father of Blanche of Castile born?1133,Blanche of Castile,1.53
In what year was the father of Blanche of Castile born?1133,Sancho III of Castile,1.35
In what year was the father of Blanche of Castile born?1133,Louis IX of France,1.54
In what year was the father of Blanche of Castile born?1133,Blanche Barrow,0.76
In what year was the father of Blanche of Castile born?1133,"Sancha, heiress of León",1.46
In what year was the father of Blanche of Castile born?1133,Joan of Portugal,1.26
Are both Víctor García and Jim Morrison considered songwriters?yes,WarCry (band),0.93
Are both Víctor García and Jim Morrison considered songwriters?yes,Ronald Víctor García,0.55
Are both Víctor García and Jim Morrison considered songwriters?yes,List of awards and nominations received by WarCry,0.79
Are both Víctor García and Jim Morrison considered songwriters?yes,AMAS Awards,1.03
Are both Víctor García and Jim Morrison considered songwriters?yes,Víctor García (Spanish singer),1.05
Are both Víctor García and Jim Morrison considered songwriters?yes,Horse Latitudes (song),1.04
Are both Víctor García and Jim Morrison considered songwriters?yes,Víctor García de la Concha,0.56
Are both Víctor García and Jim Morrison considered songwriters?yes,The Jim Morrison Triptych,1.06
Are both Víctor García and Jim Morrison considered songwriters?yes,Jim Morrison,1.28
Are both Víctor García and Jim Morrison considered songwriters?yes,Víctor García San Inocencio,0.48
"Who was born earlier, Habash al-Hasib al-Marwazi or Mostafa El-Sayed?Ahmad ibn 'Abdallah Habash Hasib Marwazi",Habash al-Hasib al-Marwazi,2.31
"Who was born earlier, Habash al-Hasib al-Marwazi or Mostafa El-Sayed?Ahmad ibn 'Abdallah Habash Hasib Marwazi",Marwazi,1.84
"Who was born earlier, Habash al-Hasib al-Marwazi or Mostafa El-Sayed?Ahmad ibn 'Abdallah Habash Hasib Marwazi",Mustafa Ahmed Hassan Hamza,0.73
"Who was born earlier, Habash al-Hasib al-Marwazi or Mostafa El-Sayed?Ahmad ibn 'Abdallah Habash Hasib Marwazi",Abdul El-Sayed,0.44
"Who was born earlier, Habash al-Hasib al-Marwazi or Mostafa El-Sayed?Ahmad ibn 'Abdallah Habash Hasib Marwazi",Abu Ja'far ibn Habash,1.58
"Who was born earlier, Habash al-Hasib al-Marwazi or Mostafa El-Sayed?Ahmad ibn 'Abdallah Habash Hasib Marwazi",Refaat El-Sayed,0.68
"Who was born earlier, Habash al-Hasib al-Marwazi or Mostafa El-Sayed?Ahmad ibn 'Abdallah Habash Hasib Marwazi",Abdelrahman El-Sayed,0.73
"Who was born earlier, Habash al-Hasib al-Marwazi or Mostafa El-Sayed?Ahmad ibn 'Abdallah Habash Hasib Marwazi",Aya El-Sayed,0.78
"Who was born earlier, Habash al-Hasib al-Marwazi or Mostafa El-Sayed?Ahmad ibn 'Abdallah Habash Hasib Marwazi",Mostafa El-Sayed,1.56
"Who was born earlier, Habash al-Hasib al-Marwazi or Mostafa El-Sayed?Ahmad ibn 'Abdallah Habash Hasib Marwazi",Ezzat Saad,0.61
What second oldest school in Miami-Dade County did a Grammy Award winning record producer and songwriter attend?Miami Beach Senior High School,Jessore Zilla School,0.58
What second oldest school in Miami-Dade County did a Grammy Award winning record producer and songwriter attend?Miami Beach Senior High School,Miami High School,1.97
